عضوها	ow z v hh unk
عمو	aa m uw
غذا	q eh z ao
غرق	gq ae unk gq
غمگینی	q ae m g iy n iy
غژب	q ow zh b
فاک	f ao k
فر	f ow unk
فرآیند	f ae unk ao y ae n d
فراموشیدن	f ae unk ao m uw sh iy d ae n
فروردین	f ae unk v ae unk d iy n
فروهر	f ow unk uw hh ae unk
فروهر	f uw unk ow hh ae unk
فسیل	f ow s iy l
فلاخن	f ae l ao unk ae n
فوق‌العاده	f aa w q ow l unk unk d aa
فون	f ow n
فک	f ae k
ق	q
قربک	q ow unk b ae k
قزاق	q ae z z ao q
قشنگی	q ae sh ae n g iy
لبی	l ae b iy
لزوماً	l ow z uw m ae n
لهذا	l eh hh ao z ao
لوله	l uw l eh
لوله	l uw l ae
لی	l iy
لیک	l iy k
م	m iy m
مادر	m ao d eh unk
مارس	m ao unk s
ماهور	m ao hh uw unk
مجرد	m ow jh ae unk unk ae d
محافظه‌کار	m ow hh ao f eh z eh k ao unk
مختل	m ow unk t ae l
مد	m ow d
مر	m ow unk
مرد	m eh unk d
مرداد	m ow unk d ao d
مردها	m ae unk d hh ao
مرغ‌ها	m ow unk gq hh ao
مرو	m ae unk v
مرو	m ae unk w
مروارید	m ow unk v ao unk iy d
مروارید	m ow unk w ao unk iy d
مروارید	m ae unk w ao unk iy d
مروزی	m ae unk v eh z iy
مروزی	m ae unk v ae z iy
مروزی	m ae unk w ae z iy
مرچ	m ow unk t sh
مریضی	m ae unk iy z iy
مشکل‌تر	m ow sh k eh l t ae unk
مشکل‌ترین	m ow sh k eh l t ae unk iy n
مشکل‌ها	m ow sh k eh l hh ao
مصون	m ae s uw n
معالجه	m ow unk ao l eh jh eh
مغرور	m ae gq unk uw unk
مل	m ow l
مله	m ae l ae
مناسبت	m ow n ao s eh b ae t
مناسبت	m uw n aa s aa b aa t
منطقه	m unk n t aa q aa
منطقه	m ae n t ae gq eh
منیژه	m aa n iy zh aa
منیژه	m ae n iy zh eh
مه	m aa
مه	m eh
مه	m eh hh
مه	m ae
مه	m ah
مو	m ow
موز	m eh w z
مولانا	m ow w l ao n ao
مولانا	m ae w l ao n ao
مومیا	m ow m unk y ao
مومیا	m uw m unk y ao
مک	m ae k
مگ	m aa g
مگ	m aa g
می	m eh y
میخی	m iy unk iy
میرزاخانی	m unk unk z ao unk ao n iy
میرزاخانی	m iy unk z ao unk ao n iy
مین	m iy n
می‌گم	m iy g ae m
ن	n
ن	n uw n
نالان	n ao l ao n
نالون	n ao l uw n
نان	n uw n
نجس‌تر	n ae d zh ae s t ae unk
نجس‌ترین	n ae d zh ae s t ae unk iy n
نریمان	n ae unk ey m ao n
نزدیک‌تر	n ae z d iy k t ae unk
نزدیک‌ترین	n ae z d iy k t ae unk iy n
نسرین	n ae s unk iy n
نشلیدن	n eh sh eh l iy d ae n
نعوظ	n ow unk uw z
نمایان	n eh m ao y ao n
نمایان	n ae m ao y ao n
نمایندگان	n ae m ao y ae n d eh g ao n
نمایه	n ae m ao y eh
نمودار	n eh m uw d ao unk
نمک	n eh m eh k
نمک	n m ae k
نمک	n ae m eh k
نه	n aa
نه	n ow hh
نه	n uw hh
نه	n uh hh
نه	n uh hh
نوم	n ow m
نوم	n uw m
نومد	n ow w m aa d
نوک	n v ae k
نیازها	n iy y ao z hh ao
نیرومند	n iy unk uw m ae n d
نیزه	n eh y z eh
نیوشا	n unk y ow sh ao
هرتز	hh eh unk t z
هلو	hh ow l uw
همساده	hh ow m s ao d eh
همساده	hh ae m s ao d eh
همسده	hh ae m s eh d ae
همه	hh ae m eh
همه	hh ae m eh y eh
هوتن	hh uw t ae n
هیس	hh unk s
و	ow
و	v aa v
و	w aa w
واقع	v ao gq eh unk
واقع	v ao q eh unk
واقع	w aa q unk unk aa n
واقع	w aa q ih unk
والا	v ao l ao
واژه‌ها	v ao zh eh hh ao
واکسن	v unk k s aa n
وروجک	v ow unk uw jh ae k
وروجک	v uw unk uw jh eh k
وزغ	v ae z ae gq
ونوس	v eh n uw s
ویستا	v unk s t unk
ویه	uw y eh
ویژگی‌ها	v iy zh eh g iy hh ao
پ	p
پ	p eh
پا	p ao
پارسه	p ao unk s eh
پتلون	p aa t l uw n
پدر	p eh d eh unk
پر	p ae unk
پرتگاه	p ae unk t g ao hh
پروسه	p eh unk ow s eh
پروسه	p ow unk ow s eh
پروسه	p unk ow s eh
پروژه	p eh unk ow zh eh
پروژه	p ow unk ow zh eh
پروژه	p unk ow zh eh
پروگرام	p eh unk ow g eh unk ao m
پروگرام	p ow unk ow g eh unk ao m
پروگرام	p unk ow g unk ao m
پرویز	p aa unk w ey z
پرویز	p ae unk v iy z
پسر	p eh s eh unk
پسی	p ow s ey
پش	p ae sh
پشتون	p ae sh t uw n
پشمین	p ae sh m iy n
پشه	p ae sh eh
پشه	p ae sh eh
پلان	p eh l ao n
پلان	p l ao n
پلاک	p eh l ao k
پناهندگان	p ae n ao hh ae n d eh g ao n
پوده	p uw d ae
پوزخند	p uw z unk ae n d
پی	p eh y
پی	p iy
پیر	p unk y ae unk
پیرتر	p iy unk t ae unk
پیرترین	p iy unk t ae unk iy n
چ	t sh
چرخیدن	ch eh unk unk unk d ae n
چرک	t sh eh unk k
چرک	t sh ae unk k
چله	t sh eh l eh
چله	t sh eh l l eh
چله	t sh ae l eh
چلوکباب	ch eh l ow w k aa b ao b
چو	t sh ow w
چو	t sh uw
چوپ	ch ow p
چیش	t sh unk sh
ژ	zh
ژرف‌تر	zh ae unk f t ae unk
ژرف‌ترین	zh ae unk f t ae unk iy n
ژنو	zh eh n eh v
ژولیدن	zh uw l iy d ae n
ژوپیتر	zh uw p unk t eh unk
ڤ	b
کارواژه‌ها	k ao r v ao zh eh hh ao
کارواژگان	k ao r v ao zh eh g ao n
کارورزی	k ao unk v ae unk z iy
کاغذها	k ao gq ae z hh ao
کالب	k ao l eh b
کالب	k ao l ow b
کردن	k eh unk d ae n
کریمه	k eh unk iy m eh
کشتی	k unk sh t iy
کشکول	k ae sh k uw l
کفتر	k eh f t ae unk
کفش	k ae f sh
کلاس	k eh l ao s
کلپ	k l ae p
کمو	k ae m uw
کن	k eh n
کهکشان‌ها	k ae hh k ae sh ao n hh ao
کوتاه‌تر	k uw t ao hh t ae unk
کوتاه‌ترین	k uw t ao hh t ae unk iy n
کودکان	k uw d ae k ao n
کون	kh uw n
کوچک‌تر	k uw t sh eh k t ae unk
کوچک‌ترین	k uw t sh eh k t ae unk iy n
کویت	k ow v eh y t
کین	k iy n
کینه	k iy n eh
کیوبیک	k w ah b eh k
کیوبیک	k w ih b eh k
کیچه	kh iy ch eh
کیچه	kh iy ch ae
گا	g ao
گاش	g ao sh
گاو	g ow w
گدا	g aa d ao
گدا	g aa d ao
گدا	g aa dh aa y
گدا	g eh d ao
گدازه	g ow d ao z eh
گربسن	g eh r b eh s ae n
گرختن	g ow unk ey unk t ae n
گرختن	g ow unk ow unk t ae n
گرزمان	g ae unk ae z m ao n
گز	g ae z
گزاف‌تر	g ae z ao f t ae unk
گزاف‌ترین	g ae z ao f t ae unk iy n
گلف	g ow l f
گلی	g ow l iy
گلی	g ow l l iy
گنم	g eh n ow m
گواران	g aa unk aa n
گودرز	g ow d ae unk z
گودرز	g uw d ae unk z
گوسفند	g uw s f eh n d
گیک	g iy k
یاساء	y ao s ao unk
ے	ey
